UV;IR;VIS;Time
0.0;257;265;1517993430
0.0;253;246;1517993460
0.03;255;253;1517993490
0.0;257;249;1517993520
0.0;253;248;1517993550
0.0;254;251;1517993580
0.02;258;260;1517993610
0.05;256;258;1517993640
0.0;253;249;1517993670
0.01;253;250;1517993700
0.0;257;254;1517993730
0.0;253;254;1517993760
0.03;255;258;1517993790
0.03;250;243;1517993820
0.02;254;254;1517993850
0.02;255;263;1517993880
0.0;255;268;1517993910
0.02;253;270;1517993940
0.0;252;253;1517993970
0.02;254;249;1517994000
0.03;253;256;1517994030
0.0;255;264;1517994060
0.0;251;251;1517994090
0.05;255;255;1517994120
0.0;255;259;1517994150
0.03;255;257;1517994180
0.0;256;263;1517994210
0.0;256;256;1517994240
0.03;257;249;1517994270
0.0;250;269;1517994300
0.01;258;253;1517994330
0.02;256;264;1517994360
0.01;257;253;1517994390
0.03;252;256;1517994420
0.0;255;249;1517994450
0.0;253;265;1517994480
0.0;252;262;1517994510
0.01;255;257;1517994540
0.01;255;261;1517994570
0.01;252;257;1517994600
0.0;253;259;1517994630
0.0;255;256;1517994660
0.03;254;250;1517994690
0.0;256;250;1517994720
0.0;255;258;1517994750
0.01;248;264;1517994780
0.02;254;254;1517994810
0.0;250;260;1517994840
0.03;253;275;1517994870
0.0;256;259;1517994900
0.0;255;259;1517994930
0.0;255;257;1517994960
0.01;251;253;1517994990
0.0;254;253;1517995020
0.04;256;249;1517995050
0.02;254;264;1517995080
0.0;256;253;1517995110
0.03;258;266;1517995140
0.01;254;260;1517995170
0.0;252;260;1517995200
0.01;255;256;1517995230
0.0;256;260;1517995260
0.02;254;258;1517995290
0.01;252;259;1517995320
0.0;251;265;1517995350
0.07;250;265;1517995380
0.0;252;267;1517995410
0.0;251;255;1517995440
0.0;253;252;1517995470
0.0;250;257;1517995500
0.05;256;252;1517995530
0.0;253;255;1517995560
0.0;258;266;1517995590
0.0;257;273;1517995620
0.01;255;256;1517995650
0.01;252;255;1517995680
0.0;256;248;1517995710
0.0;255;252;1517995740
0.04;251;256;1517995770
0.0;252;260;1517995800
0.04;254;273;1517995830
0.02;255;259;1517995860
0.03;256;251;1517995890
0.02;250;256;1517995920
0.0;257;245;1517995950
0.03;257;256;1517995980
0.05;252;257;1517996010
0.05;255;254;1517996040
0.0;254;267;1517996070
0.02;252;253;1517996100
0.0;253;259;1517996130
0.0;256;254;1517996160
0.05;256;253;1517996190
0.0;257;258;1517996220
0.0;256;255;1517996250
0.03;255;254;1517996280
0.04;255;246;1517996310
0.03;253;255;1517996340
0.01;256;262;1517996370
0.02;254;264;1517996400
0.03;253;262;1517996430
0.01;257;265;1517996460
0.0;253;253;1517996490
0.0;257;259;1517996520
0.03;253;258;1517996550
0.02;255;250;1517996580
0.04;254;248;1517996610
0.05;255;258;1517996640
0.02;256;257;1517996670
0.0;254;272;1517996700
0.03;256;252;1517996730
0.04;255;269;1517996760
0.01;255;264;1517996790
0.01;254;262;1517996820
0.04;256;256;1517996850
0.02;256;242;1517996880
0.06;254;269;1517996910
0.05;256;252;1517996940
0.05;251;270;1517996970
0.0;254;254;1517997000
0.02;255;264;1517997030
0.01;256;256;1517997060
0.0;257;261;1517997090
0.0;255;257;1517997120
0.02;259;256;1517997150
0.06;253;267;1517997180
0.04;253;255;1517997210
0.0;255;259;1517997240
0.0;255;263;1517997270
0.0;253;260;1517997300
0.0;253;258;1517997330
0.01;255;262;1517997360
0.01;255;260;1517997390
0.02;256;265;1517997420
0.01;253;267;1517997450
0.01;252;251;1517997480
0.0;258;255;1517997510
0.0;253;253;1517997540
0.0;255;237;1517997570
0.01;256;260;1517997600
0.0;254;268;1517997630
0.0;254;251;1517997660
0.0;251;261;1517997690
0.0;255;264;1517997720
0.0;254;257;1517997750
0.06;252;270;1517997780
0.0;256;271;1517997810
0.05;254;264;1517997840
0.0;252;258;1517997870
0.0;255;247;1517997900
0.04;256;261;1517997930
0.02;253;262;1517997960
0.04;255;252;1517997990
0.0;246;250;1517998020
0.0;255;266;1517998050
0.03;256;260;1517998080
0.0;256;270;1517998110
0.0;255;244;1517998140
0.0;253;260;1517998170
0.0;253;257;1517998200
0.0;256;265;1517998230
0.0;254;264;1517998260
0.0;256;255;1517998290
0.0;253;258;1517998320
0.0;254;250;1517998350
0.0;252;274;1517998380
0.0;256;254;1517998410
0.0;257;254;1517998440
0.02;257;258;1517998470
0.0;254;257;1517998500
0.03;252;262;1517998530
0.0;250;260;1517998560
0.05;259;263;1517998590
0.0;252;255;1517998620
0.02;253;258;1517998650
0.0;255;271;1517998680
0.02;256;250;1517998710
0.06;252;264;1517998740
0.03;255;259;1517998770
0.0;255;254;1517998800
0.0;254;267;1517998830
0.0;258;264;1517998860
0.0;255;259;1517998890
0.0;254;262;1517998920
0.0;254;245;1517998950
0.0;253;258;1517998980
0.03;256;261;1517999010
0.05;254;259;1517999040
0.0;255;261;1517999070
0.0;253;264;1517999100
0.02;258;260;1517999130
0.02;252;255;1517999160
0.0;258;255;1517999190
0.02;257;262;1517999220
0.03;255;262;1517999250
0.0;255;264;1517999280
0.0;257;263;1517999310
0.06;259;255;1517999340
0.0;256;254;1517999370
0.0;252;255;1517999400
0.0;256;255;1517999430
0.01;252;266;1517999460
0.01;254;258;1517999490
0.0;253;263;1517999520
0.07;255;270;1517999550
0.0;250;247;1517999580
0.06;252;261;1517999610
0.0;255;257;1517999640
0.0;251;253;1517999670
0.01;255;262;1517999700
0.02;256;248;1517999730
0.0;253;252;1517999760
0.02;252;264;1517999790
0.0;252;262;1517999820
0.04;255;248;1517999850
0.04;253;258;1517999880
0.01;261;245;1517999910
0.0;253;262;1517999940
0.01;254;264;1517999970
0.0;256;262;1518000000
0.0;250;256;1518000030
0.0;254;261;1518000060
0.0;256;254;1518000090
0.02;255;266;1518000120
0.02;255;252;1518000150
0.0;257;260;1518000180
0.02;252;252;1518000210
0.05;254;256;1518000240
0.01;255;255;1518000270
0.0;258;250;1518000300
0.05;256;258;1518000330
0.05;256;259;1518000360
0.0;257;257;1518000390
0.05;255;246;1518000420
0.0;255;260;1518000450
0.0;257;254;1518000480
0.06;254;261;1518000510
0.06;251;249;1518000540
0.0;256;250;1518000570
0.0;253;249;1518000600
0.02;251;246;1518000630
0.03;254;256;1518000660
0.0;255;269;1518000690
0.02;255;256;1518000720
0.03;256;252;1518000750
0.0;255;245;1518000780
0.0;254;251;1518000810
0.0;250;253;1518000840
0.0;253;264;1518000870
0.0;255;253;1518000900
0.0;257;254;1518000930
0.0;251;251;1518000960
0.0;255;260;1518000990
0.05;253;258;1518001020
0.0;255;254;1518001050
0.0;255;260;1518001080
0.0;253;265;1518001110
0.05;255;261;1518001140
0.02;256;253;1518001170
0.03;255;251;1518001200
0.02;256;257;1518001230
0.0;257;260;1518001260
0.01;257;253;1518001290
0.0;258;254;1518001320
0.06;255;257;1518001350
0.03;257;253;1518001380
0.0;259;254;1518001410
0.03;256;258;1518001440
0.0;255;263;1518001470
0.0;251;263;1518001500
0.0;253;252;1518001530
0.05;251;259;1518001560
0.01;252;252;1518001590
0.05;253;264;1518001620
0.0;258;255;1518001650
0.0;256;242;1518001680
0.0;256;241;1518001710
0.03;254;245;1518001740
0.0;257;266;1518001770
0.0;255;261;1518001800
0.01;256;263;1518001830
0.01;253;249;1518001860
0.0;256;253;1518001890
0.0;253;257;1518001920
0.02;254;269;1518001950
0.03;257;254;1518001980
0.01;256;264;1518002010
0.03;254;257;1518002040
0.01;252;249;1518002070
0.0;257;263;1518002100
0.01;257;266;1518002130
0.03;257;267;1518002160
0.0;254;259;1518002190
0.02;255;261;1518002220
0.0;253;248;1518002250
0.03;254;259;1518002280
0.02;255;262;1518002310
0.0;256;250;1518002340
0.05;250;241;1518002370
0.03;252;254;1518002400
0.0;253;258;1518002430
0.03;251;263;1518002460
0.0;249;251;1518002490
0.03;253;246;1518002520
0.01;253;251;1518002550
0.06;255;260;1518002580
0.02;255;245;1518002610
0.0;252;255;1518002640
0.01;255;253;1518002670
0.0;254;254;1518002700
0.05;253;253;1518002730
0.0;252;267;1518002760
0.03;256;261;1518002790
0.0;255;262;1518002820
0.03;255;256;1518002850
0.04;256;258;1518002880
0.0;253;256;1518002910
0.0;252;249;1518002940
0.0;253;258;1518002970
0.08;251;266;1518003000
0.03;254;268;1518003030
0.02;250;252;1518003060
0.0;254;250;1518003090
0.04;253;247;1518003120
0.0;253;249;1518003150
0.03;250;251;1518003180
0.0;256;250;1518003210
0.0;256;270;1518003240
0.0;252;259;1518003270
0.0;250;251;1518003300
0.05;255;268;1518003330
0.01;255;246;1518003360
0.02;251;253;1518003390
0.0;253;267;1518003420
0.0;250;260;1518003450
0.0;253;257;1518003480
0.0;254;262;1518003510
0.0;256;264;1518003540
0.01;249;266;1518003570
0.04;256;255;1518003600
0.0;251;257;1518003630
0.05;252;249;1518003660
0.01;252;267;1518003690
0.02;248;263;1518003720
0.0;253;260;1518003750
0.0;251;259;1518003780
0.0;256;264;1518003810
0.0;256;256;1518003840
0.0;253;266;1518003870
0.0;255;270;1518003900
0.0;255;251;1518003930
0.0;254;249;1518003960
0.01;255;251;1518003990
0.05;252;253;1518004020
0.03;254;259;1518004050
0.0;251;258;1518004080
0.03;255;260;1518004110
0.0;253;259;1518004140
0.06;253;260;1518004170
0.0;250;264;1518004200
0.0;257;266;1518004230
0.02;253;273;1518004260
0.0;253;243;1518004290
0.0;255;240;1518004320
0.03;251;271;1518004350
0.02;251;262;1518004380
0.0;253;259;1518004410
0.06;253;258;1518004440
0.0;251;242;1518004470
0.0;250;252;1518004500
0.0;252;267;1518004530
0.0;257;256;1518004560
0.0;252;263;1518004590
0.0;256;251;1518004620
0.0;251;266;1518004650
0.0;253;263;1518004680
0.0;256;259;1518004710
0.0;255;243;1518004740
0.03;255;255;1518004770
0.03;256;259;1518004800
0.0;255;256;1518004830
0.0;253;252;1518004860
0.0;251;278;1518004890
0.02;253;256;1518004920
0.02;250;261;1518004950
0.05;253;263;1518004980
0.0;256;251;1518005010
0.0;252;259;1518005040
0.0;255;254;1518005070
0.0;252;267;1518005100
0.01;253;254;1518005130
0.04;251;257;1518005160
0.0;253;249;1518005190
0.0;252;265;1518005220
0.05;253;262;1518005250
0.05;252;260;1518005280
0.02;254;263;1518005310
0.02;253;255;1518005340
0.0;254;265;1518005370
0.0;253;259;1518005400
0.04;254;261;1518005430
0.0;254;258;1518005460
0.02;255;262;1518005490
0.0;252;263;1518005520
0.01;251;242;1518005550
0.0;252;257;1518005580
0.01;252;252;1518005610
0.0;254;249;1518005640
0.08;252;250;1518005670
0.0;252;252;1518005700
0.0;255;262;1518005730
0.05;254;273;1518005760
0.02;252;251;1518005790
0.01;251;256;1518005820
0.0;255;258;1518005850
0.01;253;255;1518005880
0.01;249;255;1518005910
0.02;251;263;1518005940
0.0;255;267;1518005970
0.0;252;257;1518006000
0.02;254;268;1518006030
0.0;252;260;1518006060
0.01;252;258;1518006090
0.01;255;257;1518006120
0.0;256;253;1518006150
0.0;254;264;1518006180
0.0;251;260;1518006210
0.03;256;248;1518006240
0.03;255;257;1518006270
0.03;254;272;1518006300
0.0;251;262;1518006330
0.0;251;259;1518006360
0.02;255;248;1518006390
0.0;255;263;1518006420
0.0;256;255;1518006450
0.0;251;266;1518006480
0.0;256;266;1518006510
0.01;255;260;1518006540
0.0;256;258;1518006570
0.0;254;258;1518006600
0.0;251;252;1518006630
0.02;254;246;1518006660
0.04;256;251;1518006690
0.01;254;254;1518006720
0.0;252;262;1518006750
0.01;252;247;1518006780
0.03;253;259;1518006810
0.03;251;266;1518006840
0.0;252;253;1518006870
0.01;254;257;1518006900
0.01;253;266;1518006930
0.02;257;247;1518006960
0.0;251;253;1518006990
0.02;251;259;1518007020
0.0;254;265;1518007050
0.01;253;264;1518007080
0.01;252;263;1518007110
0.02;252;258;1518007140
0.03;253;262;1518007170
0.0;257;257;1518007200
0.0;251;265;1518007230
0.0;251;261;1518007260
0.05;253;247;1518007290
0.01;255;263;1518007320
0.01;252;260;1518007350
0.0;255;260;1518007380
0.01;254;268;1518007410
0.01;254;268;1518007440
0.01;255;249;1518007470
0.03;252;252;1518007500
0.05;255;259;1518007530
0.04;254;264;1518007560
0.05;251;244;1518007590
0.0;255;263;1518007620
0.0;250;252;1518007650
0.03;253;260;1518007680
0.03;254;264;1518007710
0.0;257;270;1518007740
0.0;250;245;1518007770
0.0;253;260;1518007800
0.0;252;259;1518007830
0.0;249;248;1518007860
0.0;253;272;1518007890
0.0;253;267;1518007920
0.0;253;265;1518007950
0.02;254;250;1518007980
0.0;251;263;1518008010
0.03;250;259;1518008040
0.0;250;256;1518008070
0.0;252;256;1518008100
0.01;253;262;1518008130
0.0;252;255;1518008160
0.02;254;266;1518008190
0.0;251;257;1518008220
0.0;256;261;1518008250
0.0;255;259;1518008280
0.0;253;249;1518008310
0.08;256;253;1518008340
0.0;253;258;1518008370
0.02;251;262;1518008400
0.02;252;256;1518008430
0.0;253;255;1518008460
0.0;255;268;1518008490
0.02;253;264;1518008520
0.0;256;266;1518008550
0.0;251;259;1518008580
0.02;251;265;1518008610
0.03;253;262;1518008640
0.02;251;263;1518008670
0.0;255;264;1518008700
0.0;254;268;1518008730
0.0;255;254;1518008760
0.0;254;270;1518008790
0.0;254;244;1518008820
0.0;255;248;1518008850
0.0;252;257;1518008880
0.0;251;255;1518008910
0.01;254;252;1518008940
0.0;254;259;1518008970
0.0;249;258;1518009000
0.05;255;254;1518009030
0.01;257;261;1518009060
0.08;253;259;1518009090
0.03;254;266;1518009120
0.0;249;252;1518009150
0.0;253;257;1518009180
0.0;251;260;1518009210
0.0;255;256;1518009240
0.04;254;253;1518009270
0.01;254;253;1518009300
0.0;254;250;1518009330
0.0;253;252;1518009360
0.01;254;256;1518009390
0.05;254;253;1518009420
0.02;254;253;1518009450
0.05;256;267;1518009480
0.02;255;261;1518009510
0.02;254;255;1518009540
0.02;256;263;1518009570
0.0;254;267;1518009600
0.02;255;254;1518009630
0.0;253;267;1518009660
0.04;253;264;1518009690
0.0;254;263;1518009720
